,XLE,XOP
2021-12-23,23.461469650268555,85.4235610961914
2021-12-27,23.974285125732422,88.8788070678711
2021-12-28,23.957189559936523,88.10896301269531
2021-12-29,23.8033504486084,87.75092315673828
2021-12-30,23.658052444458008,86.10385131835938
2021-12-31,23.717876434326172,85.81739807128906
2022-01-03,24.452922821044922,89.89029693603516
2022-01-04,25.299072265625,93.7483901977539
2022-01-05,25.294797897338867,90.8839340209961
2022-01-06,25.858896255493164,93.64993286132812
2022-01-07,26.21359634399414,93.72151184082031
2022-01-10,26.13239860534668,93.13967895507812
2022-01-11,27.021289825439453,97.25733947753906
2022-01-12,27.072568893432617,98.27781677246094
2022-01-13,26.935813903808594,96.3622055053711
2022-01-14,27.56829833984375,99.35198211669922
2022-01-18,27.679405212402344,97.67807006835938
2022-01-19,27.47854995727539,96.6038818359375
2022-01-20,27.226415634155273,93.3635025024414
2022-01-21,26.68795394897461,90.00667572021484
2022-01-24,26.8674373626709,91.62689208984375
2022-01-25,27.910175323486328,95.1090087890625
2022-01-26,27.8631649017334,93.87369537353516
2022-01-27,28.16658592224121,93.91845703125
2022-01-28,28.04692840576172,94.90310668945312
2022-01-31,28.170856475830078,95.42229461669922
2022-02-01,29.175125122070312,99.450439453125
2022-02-02,29.269142150878906,100.11283874511719
2022-02-03,28.99136734008789,98.65377807617188
2022-02-04,29.444358825683594,100.1844482421875
2022-02-07,29.820425033569336,99.55784606933594
2022-02-08,29.179399490356445,96.4427490234375
2022-02-09,29.422992706298828,98.4210433959961
2022-02-10,29.239227294921875,98.52843475341797
2022-02-11,30.08965301513672,102.00160217285156
2022-02-14,29.3802547454834,99.60263061523438
2022-02-15,29.07256507873535,98.59109497070312
2022-02-16,29.307600021362305,98.04505920410156
2022-02-17,29.260601043701172,98.15249633789062
2022-02-18,29.081111907958984,97.07830047607422
2022-02-22,28.61101722717285,95.12690734863281
2022-02-23,28.905899047851562,96.7829360961914
2022-02-24,28.679401397705078,98.42996978759766
2022-02-25,29.435808181762695,99.42359924316406
2022-02-28,30.16230010986328,104.65123748779297
2022-03-01,30.46572494506836,106.75482940673828
2022-03-02,31.16229820251465,108.76889038085938
2022-03-03,31.24777603149414,107.658935546875
2022-03-04,32.14948272705078,111.9018783569336
2022-03-07,32.62383270263672,112.54639434814453
2022-03-08,33.136653900146484,113.63845825195312
2022-03-09,32.12382888793945,112.626953125
2022-03-10,33.10673522949219,114.87377166748047
2022-03-11,32.84178161621094,113.07453918457031
2022-03-14,31.8588809967041,108.28551483154297
2022-03-15,30.69222640991211,106.40570068359375
2022-03-16,30.551198959350586,106.64739990234375
2022-03-17,31.60246467590332,112.23311614990234
2022-03-18,31.572553634643555,112.06301879882812
2022-03-21,32.84529495239258,115.85598754882812
2022-03-22,32.60369110107422,115.18203735351562
2022-03-23,33.16455841064453,117.58131408691406
2022-03-24,33.24652862548828,118.89324951171875
2022-03-25,33.97566223144531,124.54544830322266
2022-03-28,33.13435745239258,121.42727661132812
2022-03-29,33.04806900024414,121.5710678100586
2022-03-30,33.43204879760742,122.65838623046875
2022-03-31,32.97904586791992,120.9061050415039
2022-04-01,33.24652862548828,124.43761444091797
2022-04-04,33.289676666259766,124.78807067871094
2022-04-05,32.76763153076172,121.92150115966797
2022-04-06,32.96178436279297,121.79569244384766
2022-04-07,33.39323043823242,122.90998840332031
2022-04-08,34.31217956542969,125.7046127319336
2022-04-11,33.28104782104492,123.13461303710938
2022-04-12,33.83327865600586,124.84195709228516
2022-04-13,34.33806228637695,128.13079833984375
2022-04-14,34.45024108886719,128.4363555908203
2022-04-18,34.95502471923828,130.8715362548828
2022-04-19,34.67026901245117,128.84071350097656
2022-04-20,34.804012298583984,130.60194396972656
2022-04-21,33.69953918457031,124.9228286743164
2022-04-22,32.87548828125,119.7469253540039
2022-04-25,31.788265228271484,117.4375228881836
2022-04-26,31.8314151763916,116.13458251953125
2022-04-27,32.297367095947266,117.83291625976562
2022-04-28,33.27672576904297,121.59803771972656
2022-04-29,32.4224853515625,118.4439697265625
2022-05-02,32.94021224975586,118.61470031738281
2022-05-03,33.86349105834961,124.18597412109375
2022-05-04,35.26997375488281,129.2091064453125
2022-05-05,34.739295959472656,125.84839630126953
2022-05-06,35.77475357055664,127.49283599853516
2022-05-09,32.81509780883789,114.3373794555664
2022-05-10,33.112789154052734,114.89449310302734
2022-05-11,33.55717086791992,115.44264221191406
2022-05-12,33.69953918457031,115.19104766845703
2022-05-13,34.851478576660156,120.07939147949219
2022-05-16,35.77043914794922,122.82010650634766
2022-05-17,36.18461990356445,126.39653778076172
2022-05-18,35.25703430175781,122.23600769042969
2022-05-19,35.127593994140625,122.18209075927734
2022-05-20,35.27859115600586,122.90998840332031
2022-05-23,36.21049880981445,127.9510726928711
2022-05-24,36.34856033325195,127.5377426147461
2022-05-25,37.09926223754883,132.66873168945312
2022-05-26,37.509124755859375,135.69696044921875
2022-05-27,38.195106506347656,141.11553955078125
2022-05-31,37.62129592895508,138.94993591308594
2022-06-01,38.233943939208984,143.48780822753906
2022-06-02,38.113136291503906,143.52374267578125
2022-06-03,38.617916107177734,145.23109436035156
2022-06-06,38.57478332519531,146.4980926513672
2022-06-07,39.72671890258789,151.99755859375
2022-06-08,39.81300354003906,150.69456481933594
2022-06-09,38.9328727722168,148.69967651367188
2022-06-10,38.272769927978516,146.18357849121094
2022-06-13,36.27521896362305,137.07186889648438
2022-06-14,36.34424591064453,136.03846740722656
2022-06-15,35.541778564453125,134.02561950683594
2022-06-16,33.53990936279297,125.51591491699219
2022-06-17,31.70629119873047,116.3771743774414
2022-06-21,33.348880767822266,121.15634155273438
2022-06-22,32.01386642456055,113.89764404296875
2022-06-23,30.827207565307617,108.96209716796875
2022-06-24,31.23293685913086,110.2728042602539
2022-06-27,32.14912033081055,115.31683349609375
2022-06-28,33.017311096191406,118.35411834716797
2022-06-29,31.86989974975586,112.10782623291016
2022-06-30,31.198040008544922,108.00390625
2022-07-01,31.664854049682617,109.30559539794922
2022-07-05,30.408384323120117,103.33047485351562
2022-07-06,29.889211654663086,101.58586120605469
2022-07-07,30.966815948486328,107.3620834350586
2022-07-08,30.953725814819336,107.05475616455078
2022-07-11,30.65705680847168,105.7711410522461
2022-07-12,30.059364318847656,103.26719665527344
2022-07-13,30.011371612548828,104.12596130371094
2022-07-14,29.4442138671875,102.31805419921875
2022-07-15,29.924110412597656,104.84911346435547
2022-07-18,30.60906982421875,107.87734985351562
2022-07-19,31.551424026489258,112.11685180664062
2022-07-20,31.856813430786133,115.30780792236328
2022-07-21,31.298385620117188,112.05360412597656
2022-07-22,31.040979385375977,109.61292266845703
2022-07-25,32.17966079711914,115.61515045166016
2022-07-26,31.88735580444336,114.80158233642578
2022-07-27,32.60721206665039,119.31230163574219
2022-07-28,32.79045104980469,119.86373901367188
2022-07-29,34.21269607543945,123.85918426513672
2022-08-01,33.50593566894531,121.19252014160156
2022-08-02,33.427398681640625,121.78011322021484
2022-08-03,32.467586517333984,118.71570587158203
2022-08-04,31.263479232788086,113.18351745605469
2022-08-05,31.88298988342285,116.66373443603516
2022-08-08,32.048770904541016,117.10667419433594
2022-08-09,32.611568450927734,118.4987564086914
2022-08-10,32.847171783447266,120.49647521972656
2022-08-11,33.977108001708984,125.62186431884766
2022-08-12,34.234519958496094,126.77892303466797
2022-08-15,33.5670166015625,123.54279327392578
2022-08-16,33.488487243652344,123.52471160888672
