,AMAT,LRCX
2023-02-14,115.00240325927734,49.93256378173828
2023-02-15,115.99279022216797,50.327213287353516
2023-02-16,112.0409164428711,48.493221282958984
2023-02-17,112.0894775390625,47.94477081298828
2023-02-21,108.0501937866211,46.26458740234375
2023-02-22,107.4565200805664,46.16301727294922
2023-02-23,109.88963317871094,46.95039367675781
2023-02-24,108.33244323730469,46.295536041259766
2023-02-27,109.07210540771484,46.6921272277832
2023-02-28,113.04298400878906,47.01133728027344
2023-03-01,114.12328338623047,47.48627853393555
2023-03-02,115.28143310546875,47.395355224609375
2023-03-03,115.7778091430664,47.5568962097168
2023-03-06,115.3690414428711,46.93491744995117
2023-03-07,113.25708770751953,46.3971061706543
2023-03-08,115.47608947753906,47.72616958618164
2023-03-09,113.90916442871094,47.424373626708984
2023-03-10,111.3300552368164,46.31586456298828
2023-03-13,112.74125671386719,46.13980484008789
2023-03-14,117.12088012695312,47.955692291259766
2023-03-15,115.3106460571289,47.28293228149414
2023-03-16,119.54428100585938,50.014766693115234
2023-03-17,119.32042694091797,49.35171127319336
2023-03-20,120.721923828125,49.83031463623047
2023-03-21,117.17927551269531,49.25462341308594
2023-03-22,115.68048858642578,49.15171432495117
2023-03-23,119.49562072753906,50.83023452758789
2023-03-24,116.33255767822266,48.74009704589844
2023-03-27,115.69021606445312,48.12946319580078
2023-03-28,113.28628540039062,47.091678619384766
2023-03-29,116.64398956298828,50.069129943847656
2023-03-30,118.84355163574219,51.58454895019531
2023-03-31,119.54428100585938,51.464168548583984
2023-04-03,119.04792785644531,50.62831115722656
2023-04-04,116.90677642822266,48.95659637451172
2023-04-05,114.18168640136719,47.90715408325195
2023-04-06,111.38843536376953,47.93724822998047
2023-04-10,113.38359832763672,49.26432800292969
2023-04-11,113.26681518554688,49.269187927246094
2023-04-12,110.1329574584961,48.255672454833984
2023-04-13,110.43466186523438,48.379940032958984
2023-04-14,109.87992858886719,48.62166213989258
2023-04-17,108.79959106445312,47.82754898071289
2023-04-18,108.29350280761719,48.09063720703125
2023-04-19,107.38838958740234,47.668331146240234
2023-04-20,111.3300552368164,51.114688873291016
2023-04-21,110.42493438720703,50.20893096923828
2023-04-24,110.57090759277344,49.93613052368164
2023-04-25,107.65116882324219,48.512939453125
2023-04-26,107.35918426513672,48.2877082824707
2023-04-27,108.69255065917969,50.373958587646484
2023-04-28,110.00642395019531,50.8778076171875
2023-05-01,109.9285659790039,50.85353469848633
2023-05-02,109.15971374511719,50.66423034667969
2023-05-03,110.25948333740234,49.952640533447266
2023-05-04,109.44194793701172,49.72837448120117
2023-05-05,112.95538330078125,51.42922592163086
2023-05-08,112.6536865234375,51.14089584350586
2023-05-09,110.79476928710938,50.071067810058594
2023-05-10,112.3227767944336,51.190406799316406
2023-05-11,112.37144470214844,51.207881927490234
2023-05-12,112.98458099365234,51.17098617553711
2023-05-15,117.87029266357422,53.614501953125
2023-05-16,117.68537902832031,54.26105499267578
2023-05-17,122.33751678466797,55.7347297668457
2023-05-18,126.44461822509766,58.125816345214844
2023-05-19,123.55406951904297,57.16666793823242
2023-05-22,123.1647720336914,56.79873275756836
2023-05-23,121.15988159179688,55.674537658691406
2023-05-24,118.77902221679688,54.93479919433594
2023-05-25,127.30717468261719,58.452003479003906
2023-05-26,132.76162719726562,60.990657806396484
2023-05-30,133.25929260253906,61.15665817260742
2023-05-31,130.06858825683594,59.869380950927734
2023-06-01,131.56146240234375,60.176151275634766
2023-06-02,131.36631774902344,59.57522201538086
2023-06-05,130.48812866210938,58.79276657104492
2023-06-06,130.6930389404297,59.432525634765625
2023-06-07,131.73712158203125,59.29465866088867
2023-06-08,132.89825439453125,59.65968322753906
2023-06-09,132.8201904296875,58.88789749145508
2023-06-12,136.6158905029297,60.92075729370117
2023-06-13,138.3527374267578,60.89495849609375
2023-06-14,137.74774169921875,61.332054138183594
2023-06-15,136.7134552001953,60.452999114990234
2023-06-16,135.56204223632812,59.6401481628418
2023-06-20,135.16204833984375,59.798828125
2023-06-21,133.3568572998047,58.973323822021484
2023-06-22,135.55233764648438,60.342994689941406
2023-06-23,132.7714080810547,59.26145935058594
2023-06-26,136.41098022460938,60.387779235839844
2023-06-27,142.99734497070312,63.19432067871094
2023-06-28,140.53846740722656,62.51482391357422
2023-06-29,140.7335968017578,62.337650299072266
2023-06-30,141.0360565185547,62.581024169921875
2023-07-03,141.9435272216797,63.372467041015625
2023-07-05,138.8113250732422,61.19089889526367
2023-07-06,136.97691345214844,60.452999114990234
2023-07-07,136.18658447265625,60.14830017089844
2023-07-10,137.15255737304688,61.09939193725586
2023-07-11,134.22528076171875,60.299198150634766
2023-07-12,135.52304077148438,60.60875701904297
2023-07-13,139.19187927246094,62.13711929321289
2023-07-14,139.27972412109375,62.16242599487305
2023-07-17,141.97279357910156,64.25637817382812
2023-07-18,141.0067901611328,63.85433578491211
2023-07-19,138.34298706054688,62.313316345214844
2023-07-20,130.79058837890625,59.919532775878906
2023-07-21,133.0934295654297,60.709022521972656
2023-07-24,134.9961395263672,62.20817947387695
2023-07-25,136.66464233398438,63.29944610595703
2023-07-26,135.64990234375,62.533321380615234
2023-07-27,142.5972900390625,68.33332061767578
2023-07-28,148.24691772460938,70.21309661865234
2023-07-31,147.91517639160156,69.94344329833984
2023-08-01,148.92996215820312,69.69131469726562
2023-08-02,143.75843811035156,66.7689208984375
2023-08-03,144.226806640625,67.49708557128906
2023-08-04,142.12893676757812,67.21478271484375
2023-08-07,146.7344970703125,68.66525268554688
2023-08-08,144.4219512939453,67.75409698486328
2023-08-09,141.6410369873047,66.78548431396484
2023-08-10,141.1043701171875,66.81857299804688
